Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU01,3060.19150257,OUT035
FDT12,3799.26250089,OUT035
NCM18,1018.23132405,OUT018
FDP19,2032.54282264,OUT017
NCR42,663.617300072,OUT049
FDN10,1953.95905419,OUT046
FDG44,916.631631879,OUT017
FDQ10,2835.44391474,OUT046
DRH13,1578.36134331,OUT049
FDT52,3890.17166221,OUT013
FDM56,1665.77895158,OUT045
NCO43,242.317034171,OUT010
NCV29,2870.37938996,OUT035
NCF06,4032.63666161,OUT013
FDO50,1512.00885681,OUT035
FDT59,3805.71111239,OUT013
FDX40,992.417662629,OUT027
FDE50,3060.19150257,OUT017
FDX51,3069.04475818,OUT017
NCD30,1531.14800145,OUT018
FDK15,1541.53938052,OUT013
FDL12,986.024387126,OUT045
FDK46,4084.45343355,OUT017
DRH49,169.649500051,OUT010
FDQ57,2461.39834212,OUT046
FDY59,1522.14914427,OUT017
FDO09,3867.83665852,OUT018
NCG30,2027.49101247,OUT035
FDM09,2714.81606453,OUT017
NCN17,2819.2445332,OUT027
NCS42,1536.26403811,OUT013
FDD02,275.541265508,OUT019
FDE34,3049.90733788,OUT013
FDU38,3060.19150257,OUT045
FDB33,2523.08277097,OUT046
NCJ29,1457.05348112,OUT017
FDZ27,731.895279049,OUT035
FDI40,1536.45249865,OUT013
FDG22,698.705019772,OUT013
FDT51,1665.77895158,OUT017
FDF20,3060.20340027,OUT018
FDV50,2021.45091923,OUT035
FDT02,663.617300072,OUT049
DRC49,2461.39834212,OUT017
FDF26,2461.39834212,OUT049
FDV52,1953.95905419,OUT035
FDX59,663.617300072,OUT049
FDV25,3766.56121391,OUT035
FDW23,995.91389754,OUT027
FDE53,1583.13459122,OUT018
FDA19,2043.50865416,OUT017
FDH22,2027.49101247,OUT046
NCO41,1536.80522826,OUT013
FDX12,3931.85428727,OUT017
FDF17,3069.04475818,OUT013
FDS11,3750.78870201,OUT045
FDR51,2461.39834212,OUT035
FDT49,242.317034171,OUT010
FDC56,2009.45161657,OUT013
FDR13,2916.14390504,OUT027
FDQ60,2021.45091923,OUT035
FDN38,3985.31915685,OUT049
NCL29,2523.08277097,OUT013
FDO13,4262.71405786,OUT027
FDE26,2440.81044262,OUT018
FDA31,412.367243728,OUT010
FDX14,1100.21732021,OUT035
FDA34,2840.31636221,OUT045
FDF26,2476.5745777,OUT013
FDE38,2671.82968924,OUT045
DRI11,1902.92277459,OUT046
FDQ60,2916.14390504,OUT027
FDL21,995.91389754,OUT027
DRC12,5695.06232101,OUT027
FDC47,3768.87005413,OUT046
FDE57,2047.92016795,OUT045
FDT14,2021.45091923,OUT045
NCZ53,3060.19150257,OUT046
FDE28,3631.2197244,OUT018
FDR19,2440.81044262,OUT035
NCF54,412.081519504,OUT019
FDZ08,1404.94718112,OUT046
NCJ05,2476.5745777,OUT018
FDF59,2027.49101247,OUT046
NCO05,1541.53938052,OUT035
FDW24,730.012576969,OUT018
NCX42,2613.63252584,OUT018
NCA53,731.895279049,OUT035
FDI45,420.805182164,OUT019
FDG46,1878.8375202,OUT046
FDM20,571.438110477,OUT010
FDW11,131.108704994,OUT010
FDX08,2944.94491286,OUT035
NCK17,659.375291134,OUT035
FDK32,2461.39834212,OUT018
NCA42,2528.17073104,OUT035
DRI01,2798.96963614,OUT035
NCL55,3989.99008836,OUT049
DRE25,1526.55715142,OUT018
FDD14,3060.19150257,OUT017
FDB10,3879.48336508,OUT046
DRN11,2461.39834212,OUT035
FDP38,749.331629617,OUT018
NCA30,3060.19150257,OUT017
FDT15,3060.19150257,OUT017
NCP55,934.871387861,OUT018
FDF12,2461.39834212,OUT035
FDM21,3836.70994941,OUT018
FDX56,3432.24993806,OUT035
FDF10,2461.39834212,OUT017
FDT32,3060.19150257,OUT045
FDM51,1550.61912708,OUT018
NCR50,2476.5745777,OUT018
FDI19,3908.46095666,OUT049
FDX21,1583.13459122,OUT017
FDR31,2461.39834212,OUT035
FDY02,4020.93913754,OUT013
NCA29,2793.80064536,OUT045
NCX17,3782.62892805,OUT046
FDM12,3060.19150257,OUT045
FDI53,4219.24983315,OUT027
NCU30,2568.78694867,OUT049
FDC56,2987.80638059,OUT027
FDK27,2021.45091923,OUT018
NCK18,2671.82968924,OUT017
FDB52,571.99068363,OUT019
DRG25,5050.77816746,OUT027
FDZ13,806.719155031,OUT049
FDB57,571.99068363,OUT019
FDR40,1429.37728964,OUT046
NCO14,129.84813518,OUT019
NCN19,3060.19150257,OUT045
FDQ28,367.774280003,OUT019
FDO13,2568.78694867,OUT018
FDK48,1441.81202115,OUT013
FDU07,2465.20721492,OUT018
FDW20,2021.45091923,OUT046
FDV12,242.317034171,OUT010
FDH24,2528.17073104,OUT013
FDV59,3699.36578585,OUT049
FDK57,2009.45161657,OUT045
FDL16,1048.32892604,OUT027
NCQ17,2476.5745777,OUT046
FDJ15,3060.19150257,OUT018
FDX24,1522.14914427,OUT049
FDT47,1526.55715142,OUT046
FDT10,987.075623169,OUT049
FDZ37,1471.38105232,OUT018
FDW43,5873.87296054,OUT027
DRN36,1526.55715142,OUT017
FDJ14,1346.94853563,OUT045
FDA32,3691.64544797,OUT013
FDJ38,506.145020637,OUT019
FDQ57,2461.39834212,OUT017
NCQ41,516.726265795,OUT019
FDG56,983.280213377,OUT049
DRC13,3007.38304769,OUT027
FDV55,2461.39834212,OUT035
FDQ49,2523.08277097,OUT045
FDE29,130.589188718,OUT010
FDR03,3432.24724443,OUT013
FDD45,1522.14914427,OUT049
FDN38,571.673601007,OUT010
FDT56,971.006636223,OUT046
FDT48,3110.10554662,OUT045
FDU03,3017.73958825,OUT049
FDC56,263.143083026,OUT010
NCO43,2805.17646228,OUT027
FDQ27,1573.90784056,OUT017
FDR03,3436.31459723,OUT046
DRH23,129.84813518,OUT010
FDG22,660.493682124,OUT045
NCJ42,1578.36134331,OUT013
FDR24,1491.17538774,OUT046
FDW60,2840.31636221,OUT035
FDJ08,3060.19150257,OUT013
DRL59,798.164076478,OUT018
FDG60,572.912508866,OUT010
FDW27,2486.75846462,OUT017
FDX14,1346.56866753,OUT018
FDC20,1001.81384857,OUT013
NCS29,3850.81629383,OUT018
FDJ56,1541.53938052,OUT046
FDB20,170.035310022,OUT019
FDL28,5873.87296054,OUT027
FDW01,2461.39834212,OUT018
FDL03,3069.04475818,OUT046
FDX22,3668.12466314,OUT049
FDJ21,2461.39834212,OUT035
FDR31,2461.39834212,OUT045
FDG21,2461.39834212,OUT035
FDS22,997.945582696,OUT027
FDK08,1531.14800145,OUT035
FDE17,2461.39834212,OUT018
NCN30,1526.55715142,OUT017
FDT50,1526.55715142,OUT046
NCX42,2554.50251476,OUT049
FDJ12,3631.47622226,OUT035
NCA18,2916.14390504,OUT027
FDP23,571.438110477,OUT019
FDX12,3889.72890022,OUT013
FDN40,2469.53349608,OUT018
FDV48,1333.46124105,OUT035
NCY54,2840.31636221,OUT013
FDL16,129.84813518,OUT010
FDR45,3724.36228769,OUT018
FDJ52,2528.17073104,OUT046
DRG01,1333.46124105,OUT017
FDP52,3820.24191357,OUT013
FDU58,3060.19150257,OUT017
FDL02,1578.36134331,OUT045
FDG28,3911.8629584,OUT013
FDA19,2032.54282264,OUT035
FDW46,1428.44842186,OUT027
NCD43,1578.36134331,OUT049
DRG39,837.742036103,OUT013
NCF55,663.617300072,OUT049
FDJ07,1942.25204107,OUT046
FDE08,2461.39834212,OUT046
FDP56,129.84813518,OUT019
FDT45,889.878515871,OUT045
FDF17,3060.19150257,OUT018
FDX44,1472.74388901,OUT046
FDM28,4749.06662386,OUT027
FDI36,3069.04475818,OUT049
FDS07,1926.27354503,OUT045
FDD36,1936.95366462,OUT045
FDW11,1029.89223032,OUT046
FDN40,2476.5745777,OUT049
NCQ18,1526.55715142,OUT049
NCQ54,2671.82968924,OUT017
NCS42,1512.00885681,OUT045
DRH39,161.209822944,OUT010
FDC09,2819.2445332,OUT027
FDT08,365.306535423,OUT010
FDC08,3763.20888829,OUT035
FDT20,651.964668989,OUT017
FDS35,1047.64334783,OUT035
FDX58,3049.90733788,OUT018
FDW58,1578.36134331,OUT046
DRD27,1531.14800145,OUT046
FDH32,241.645666598,OUT019
FDS26,4029.7204173,OUT035
FDQ31,1472.51708779,OUT046
FDP11,3535.25635432,OUT018
FDD58,1531.14800145,OUT017
FDM33,3697.92942063,OUT045
FDZ16,3060.19150257,OUT049
NCS29,571.673601007,OUT010
NCM18,130.589188718,OUT019
FDP11,3714.11748234,OUT049
NCC42,2053.24564496,OUT017
DRM23,2840.31636221,OUT046
NCN55,5873.87296054,OUT027
FDK46,4052.40453157,OUT013
FDR01,3082.96769551,OUT046
NCA05,2461.39834212,OUT045
NCP43,2875.17722738,OUT017
FDR12,391.853647357,OUT010
FDQ01,3997.14140822,OUT013
FDM13,2043.50865416,OUT046
FDQ19,3938.88087983,OUT017
FDK56,490.894229444,OUT019
NCX06,468.666221343,OUT010
FDO56,2916.14390504,OUT027
FDU45,1794.39332021,OUT045
FDI16,129.84813518,OUT019
FDL32,1899.66284028,OUT046
FDA07,2021.45091923,OUT046
FDA14,2461.39834212,OUT045
FDV46,3048.27257621,OUT027
NCO07,3672.69703171,OUT035
NCP41,1578.36134331,OUT046
FDY60,2053.24564496,OUT018
FDN38,4008.71248745,OUT017
FDO15,1159.32661942,OUT046
FDT60,2021.45091923,OUT013
FDA55,3777.57120469,OUT035
FDE02,228.87371303,OUT010
DRJ39,3750.78870201,OUT049
FDV34,1090.70300773,OUT035
FDS20,5050.77816746,OUT027
FDF02,2819.2445332,OUT027
FDW40,2143.2108521,OUT017
NCB43,3060.19150257,OUT046
FDR58,1495.28990749,OUT017
DRJ59,657.343605979,OUT035
NCD30,1531.14800145,OUT017
FDE14,1526.55715142,OUT017
FDC28,1583.13459122,OUT018
FDU16,1419.7827204,OUT018
NCD19,919.38259471,OUT035
FDU21,665.319829505,OUT046
FDV59,5873.87296054,OUT027
FDU03,3049.90733788,OUT045
FDC33,560.882426363,OUT010
NCR42,653.847371068,OUT035
DRH59,1098.62722807,OUT035
NCM31,2053.24564496,OUT035
FDS50,3755.50262897,OUT035
FDP39,905.449313048,OUT046
FDQ55,1930.7784646,OUT013
FDV36,278.896463799,OUT019
FDI05,2112.47168185,OUT027
FDS45,2859.05713179,OUT027
FDA39,662.199381606,OUT045
FDC37,251.261834128,OUT010
FDJ60,4262.71405786,OUT027
DRQ35,2021.45091923,OUT046
NCJ06,2003.69956997,OUT046
NCY42,2461.39834212,OUT018
DRM37,3060.19150257,OUT049
FDR14,797.091625567,OUT045
FDE51,675.076173579,OUT049
FDT33,2671.82968924,OUT017
FDR08,1794.39332021,OUT013
FDE36,383.88084559,OUT010
FDL22,236.37054381,OUT019
FDR44,2043.50865416,OUT013
FDI56,225.864233943,OUT019
FDE47,270.19247611,OUT010
FDV27,214.794916669,OUT010
FDV10,669.145220139,OUT049
FDC40,1335.0513332,OUT045
NCX41,3663.91575195,OUT013
NCQ38,2819.2445332,OUT027
FDV12,2819.2445332,OUT027
FDE52,1465.57894504,OUT017
FDG20,4459.33931706,OUT027
FDV16,992.417662629,OUT027
FDI32,1912.87998414,OUT017
FDJ32,994.69306398,OUT049
FDN39,2735.37849197,OUT018
FDY34,2682.67839539,OUT017
FDC14,659.375291134,OUT035
FDA55,3796.25060834,OUT017
FDZ50,459.673803416,OUT010
DRG13,2568.78694867,OUT049
FDP01,2476.5745777,OUT013
NCG54,2840.31636221,OUT017
FDM13,2043.50865416,OUT045
NCO18,4719.21396254,OUT027
NCW41,2486.75846462,OUT013
FDM52,4050.79267382,OUT027
NCF55,653.847371068,OUT035
FDT09,2043.50865416,OUT046
NCM19,1665.77895158,OUT035
FDW12,2461.39834212,OUT018
FDP15,571.304348924,OUT019
FDK36,736.751054676,OUT045
FDZ25,2840.31636221,OUT035
NCW06,3060.19150257,OUT049
FDW60,2885.48146721,OUT046
DRC49,2461.39834212,OUT013
NCT17,3060.19150257,OUT035
NCN06,2568.78694867,OUT018
FDC45,2808.03811454,OUT013
DRJ47,409.011145111,OUT019
NCF06,4036.70401442,OUT045
FDE21,263.786160079,OUT010
DRG27,704.232939838,OUT013
FDW40,2053.24564496,OUT049
NCO53,3060.19150257,OUT046
FDE23,675.076173579,OUT049
FDQ16,1603.62040275,OUT046
FDS26,4025.00649034,OUT045
FDZ13,129.84813518,OUT010
FDS14,2486.75846462,OUT049
FDC10,1965.36670328,OUT045
FDY16,3060.19150257,OUT049
FDJ20,2027.49101247,OUT035
FDV43,659.375291134,OUT035
FDZ32,2819.2445332,OUT027
FDR23,2840.31636221,OUT046
FDN24,888.367950555,OUT035
FDE34,5050.77816746,OUT027
FDU31,3691.64544797,OUT013
FDW33,1583.13459122,OUT018
FDU26,1930.7784646,OUT046
FDE20,4270.58127097,OUT027
NCW05,1578.36134331,OUT035
FDB22,2461.39834212,OUT018
FDO56,1926.27354503,OUT046
FDA19,3034.8657077,OUT027
DRI39,919.38259471,OUT045
FDH52,994.555024975,OUT018
FDZ50,3060.19150257,OUT035
NCN42,2461.39834212,OUT035
FDB53,2461.39834212,OUT013
DRG11,1603.62040275,OUT017
DRK11,4050.79267382,OUT027
FDQ60,2021.45091923,OUT017
FDT36,651.964668989,OUT017
DRG25,3060.19150257,OUT018
DRJ23,3060.19150257,OUT046
FDG05,2528.17073104,OUT035
NCK06,2021.45091923,OUT018
FDU52,2476.5745777,OUT017
FDW07,1473.15270224,OUT018
NCM17,670.162020201,OUT045
FDA22,2714.81606453,OUT045
NCA41,3060.19150257,OUT018
FDF38,659.375291134,OUT035
FDH52,1062.09642519,OUT046
FDY58,572.359935713,OUT019
FDZ16,3060.19150257,OUT045
NCM18,986.024387126,OUT017
FDA22,2677.26502662,OUT018
NCJ43,2840.31636221,OUT035
FDI34,5873.87296054,OUT027
FDG56,1043.98473836,OUT046
FDS34,1926.27354503,OUT046
DRC01,737.837067672,OUT035
FDQ04,657.343605979,OUT035
FDK04,919.38259471,OUT035
FDT51,1647.64176518,OUT049
FDV26,3060.19150257,OUT017
FDS04,2053.24564496,OUT049
FDW43,3611.39783508,OUT018
FDQ28,367.774280003,OUT010
NCK06,2021.45091923,OUT017
FDS23,2043.50865416,OUT018
FDZ36,491.650429064,OUT019
FDE56,1026.91867141,OUT018
FDW10,4459.33931706,OUT027
NCN14,3060.19150257,OUT045
NCQ18,1531.14800145,OUT045
FDW08,1583.13459122,OUT017
FDU43,3877.24360635,OUT035
FDR33,251.261834128,OUT010
FDM24,365.163243705,OUT010
NCZ05,1578.36134331,OUT046
NCV41,1774.12211695,OUT035
FDV11,2840.31636221,OUT018
NCY05,653.847371068,OUT035
FDV44,3060.19150257,OUT018
FDW32,1412.76990209,OUT049
NCU18,3170.0059506,OUT027
NCC43,3980.34169891,OUT035
FDW19,1665.77895158,OUT013
FDN31,3060.19150257,OUT035
FDI48,751.56952735,OUT045
FDS24,1491.17538774,OUT017
FDF46,1926.27354503,OUT049
DRG23,2461.39834212,OUT017
FDG14,2461.39834212,OUT018
NCY30,2944.94491286,OUT049
FDO28,2021.45091923,OUT018
DRD24,2053.24564496,OUT035
FDI33,1491.17538774,OUT049
FDN32,3060.19150257,OUT046
FDR16,3690.58344699,OUT045
FDF26,2476.5745777,OUT046
NCN29,730.012576969,OUT018
FDE20,2714.81606453,OUT045
FDA46,3060.19150257,OUT046
FDU28,3060.19150257,OUT045
FDQ48,1531.14800145,OUT045
FDV36,2032.54282264,OUT013
FDR14,900.1224563,OUT018
FDP23,3719.10613138,OUT017
FDP56,796.836457732,OUT013
FDK48,161.209822944,OUT010
FDR48,2465.20721492,OUT046
NCY29,929.641363709,OUT049
FDM22,900.1224563,OUT018
DRJ01,2550.27402874,OUT013
FDZ43,3894.23901501,OUT045
FDV03,2476.5745777,OUT035
FDX11,4893.22421037,OUT027
NCA41,5729.77894414,OUT027
FDE38,2682.67839539,OUT017
FDI27,723.124403553,OUT018
FDN32,3060.19150257,OUT013
NCN43,2021.45091923,OUT017
FDB47,5873.87296054,OUT027
FDV03,2476.5745777,OUT017
NCN30,1531.14800145,OUT045
NCV54,266.557351666,OUT010
FDV07,1619.26510274,OUT013
FDP07,3069.04475818,OUT049
FDK48,1092.46727772,OUT018
FDM15,365.163243705,OUT019
FDY19,2916.14390504,OUT027
FDK46,4061.06010295,OUT046
FDY11,1049.28729336,OUT045
FDH09,809.632695485,OUT046
FDO08,4262.71405786,OUT027
FDU14,4017.30541665,OUT013
FDD22,2894.3964223,OUT027
FDM27,2515.89006354,OUT017
FDL02,2819.2445332,OUT027
NCA17,2461.39834212,OUT035
FDE38,386.313829138,OUT019
NCG07,3060.19150257,OUT049
DRC27,3890.17166221,OUT013
FDA27,4031.34358932,OUT035
FDW40,2053.24564496,OUT045
DRI11,1926.27354503,OUT013
FDN50,1526.55715142,OUT046
FDR12,2835.44391474,OUT046
FDT34,2819.2445332,OUT027
FDW11,984.434294981,OUT035
NCO30,5050.77816746,OUT027
FDZ34,3060.19150257,OUT017
FDU45,1878.8375202,OUT017
NCD42,653.847371068,OUT035
FDX25,3017.73958825,OUT045
NCR29,971.006636223,OUT046
FDX43,389.571120584,OUT019
FDB04,203.181880347,OUT010
FDR49,1052.62974679,OUT027
FDS39,2053.24564496,OUT018
FDW58,1578.36134331,OUT045
FDG22,129.84813518,OUT019
FDG31,1022.91724013,OUT017
NCV53,5873.87296054,OUT027
DRJ37,2461.39834212,OUT035
FDV07,1647.64176518,OUT035
FDW52,2586.04176018,OUT018
FDT15,3060.19150257,OUT045
FDD02,1953.95905419,OUT018
FDM16,1073.13901477,OUT035
NCE55,2840.31636221,OUT046
FDB57,3578.95416655,OUT018
FDQ04,704.232939838,OUT013
FDQ47,129.84813518,OUT019
FDY14,571.673601007,OUT019
DRK37,3060.19150257,OUT017
FDO25,3692.28548139,OUT017
FDL57,4039.36880675,OUT046
NCK29,2021.45091923,OUT018
FDK46,5873.87296054,OUT027
NCB43,491.161078373,OUT010
DRE01,5873.87296054,OUT027
FDC46,3060.19150257,OUT018
FDQ23,1578.36134331,OUT045
FDX38,740.006307684,OUT049
FDG60,3688.37181907,OUT018
FDW55,3946.35023437,OUT017
FDP39,775.094027383,OUT013
FDB20,1344.97857538,OUT018
FDV21,2027.49101247,OUT017
FDZ02,1536.80522826,OUT013
FDP19,3007.38304769,OUT027
FDA38,3898.51017998,OUT035
FDH22,2027.49101247,OUT045
DRM11,4039.36880675,OUT045
FDO12,5742.95201566,OUT027
FDT14,2009.45161657,OUT049
FDW34,572.359935713,OUT010
FDG04,5050.77816746,OUT027
FDW59,1446.26573997,OUT018
FDR33,1603.62040275,OUT018
FDP32,2032.54282264,OUT013
FDL13,5873.87296054,OUT027
FDD22,1902.92277459,OUT013
FDV40,1440.94725664,OUT027
NCD55,670.847749571,OUT046
FDQ20,129.84813518,OUT010
FDD28,919.38259471,OUT045
FDC39,3681.03362047,OUT045
NCR17,1930.7784646,OUT049
DRO35,1926.27354503,OUT018
FDF40,4006.70806581,OUT049
FDR31,2461.39834212,OUT018
NCQ41,3060.19150257,OUT017
FDP38,741.708837116,OUT046
NCU54,5873.87296054,OUT027
FDG22,651.964668989,OUT018
DRK59,3815.52423388,OUT013
FDC37,1583.13459122,OUT046
NCO42,2461.39834212,OUT013
NCT42,2461.39834212,OUT017
FDX27,1526.55715142,OUT035
FDV40,1098.71546368,OUT018
FDT45,1230.80451734,OUT027
FDS47,216.81275609,OUT019
FDR45,3907.93734267,OUT035
FDB03,3867.16980311,OUT045
FDO49,855.74175463,OUT035
FDU60,4262.71405786,OUT027
FDB26,798.164076478,OUT018
FDB46,3692.28548139,OUT017
FDQ37,515.283731468,OUT019
FDN03,4030.10139642,OUT017
NCX30,3989.99008836,OUT045
FDK32,367.774280003,OUT019
DRM47,3060.19150257,OUT013
NCO02,1139.02435592,OUT046
FDP04,1187.6029371,OUT013
NCO43,1546.30164418,OUT049
FDD59,1485.50611456,OUT013
FDQ10,2840.31636221,OUT017
FDW45,2461.39834212,OUT035
NCK30,4005.87969254,OUT049
FDU31,3498.81336163,OUT018
NCQ17,368.816203848,OUT019
FDN01,2840.31636221,OUT017
FDZ19,2840.31636221,OUT049
DRG37,2476.5745777,OUT017
FDE32,658.703146695,OUT045
FDO34,2699.13250153,OUT049
FDM04,129.84813518,OUT019
FDZ25,2793.80064536,OUT049
FDU08,1531.14800145,OUT049
NCW30,4036.70401442,OUT045
NCM18,1091.67852934,OUT013
FDS22,659.375291134,OUT035
NCH18,3907.94096072,OUT017
FDC23,2885.48146721,OUT013
FDY46,3060.19150257,OUT013
NCU06,3788.99582856,OUT046
FDX57,1531.14800145,OUT045
FDX36,5873.87296054,OUT027
FDL16,736.751054676,OUT045
FDT16,571.438110477,OUT010
FDN16,1578.36134331,OUT018
FDC03,3060.19150257,OUT046
DRF60,3899.15606291,OUT013
FDS27,5742.95201566,OUT027
FDP33,571.304348924,OUT010
FDJ36,1546.30164418,OUT018
NCR42,698.705019772,OUT013
FDV14,1451.74888183,OUT017
NCP42,3060.19150257,OUT035
FDB50,2112.47168185,OUT027
NCC30,4459.33931706,OUT027
FDA23,1564.24978384,OUT018
FDW16,1512.00885681,OUT017
FDQ52,572.22617416,OUT010
FDB58,2249.92499636,OUT049
NCP29,1062.40663285,OUT049
NCM05,4029.67742186,OUT045
FDO25,3664.82479799,OUT013
NCM54,2032.54282264,OUT046
NCL54,2840.31636221,OUT046
FDL39,442.84246322,OUT010
FDF53,2987.03964082,OUT018
NCQ42,2032.54282264,OUT035
FDF58,1153.93089948,OUT013
FDZ04,1044.15560979,OUT035
FDE26,296.218152441,OUT019
FDS60,2950.17973068,OUT017
FDV58,3069.04475818,OUT017
FDM04,775.841970688,OUT045
FDE08,2461.39834212,OUT035
NCB43,3060.19150257,OUT049
FDU11,265.228486458,OUT010
FDF22,568.764635208,OUT019
FDE24,2053.24564496,OUT013
DRJ49,2043.50865416,OUT046
NCQ53,3859.84120351,OUT035
NCL41,698.705019772,OUT013
FDR22,1665.77895158,OUT013
FDH04,1512.00885681,OUT035
DRH15,664.231066761,OUT045
FDY40,740.006307684,OUT049
NCI17,1526.55715142,OUT035
NCC18,2840.31636221,OUT013
FDY28,5873.87296054,OUT027
FDB45,2819.2445332,OUT027
NCL30,2027.49101247,OUT018
FDM10,3692.28548139,OUT017
FDH22,3007.38304769,OUT027
NCZ53,3060.19150257,OUT017
NCI18,3744.05655688,OUT013
FDH14,3048.27257621,OUT027
FDR36,997.945582696,OUT027
FDW01,2461.39834212,OUT045
FDK02,2916.14390504,OUT027
FDJ02,2461.39834212,OUT018
FDU55,4035.30145395,OUT013
NCV18,2489.40666185,OUT027
FDH14,2047.92016795,OUT018
FDZ37,1475.18417019,OUT045
FDX49,3792.32031294,OUT049
NCD43,1578.36134331,OUT046
FDZ07,1091.67852934,OUT013
FDK43,2027.49101247,OUT035
FDR32,3624.0292752,OUT018
FDT39,2461.39834212,OUT013
NCV54,2009.45161657,OUT017
FDF38,657.492589055,OUT018
FDV60,3069.04475818,OUT046
FDH44,4050.79267382,OUT027
FDS21,1040.49700032,OUT046
NCL41,658.703146695,OUT045
FDM46,1526.55715142,OUT017
FDU27,736.751054676,OUT045
NCJ54,3842.07587125,OUT017
DRG51,2581.13405076,OUT018
NCA29,389.912232174,OUT019
FDR47,3060.19150257,OUT045
NCL19,3048.27257621,OUT027
DRG01,1234.36796258,OUT049
FDG10,971.006636223,OUT046
NCV05,2465.20721492,OUT049
NCH18,572.359935713,OUT019
FDV14,1459.32263903,OUT018
DRJ23,3060.19150257,OUT035
DRJ11,3060.19150257,OUT046
FDZ03,3060.19150257,OUT017
FDI27,129.84813518,OUT010
FDJ14,1399.42728415,OUT018
FDU32,2021.45091923,OUT017
FDD47,4270.58127097,OUT027
DRF36,3060.19150257,OUT035
FDM21,4039.36880675,OUT046
FDV10,657.492589055,OUT018
FDH60,3060.19150257,OUT018
FDX47,372.671088873,OUT010
FDT19,414.148719215,OUT019
FDO11,3999.68147325,OUT045
FDH24,4208.15742738,OUT027
FDL02,1583.13459122,OUT018
FDB02,2840.31636221,OUT049
FDA43,3060.19150257,OUT046
FDG52,736.751054676,OUT045
DRC12,3060.19150257,OUT013
FDY37,2053.24564496,OUT018
NCU18,2053.24564496,OUT045
FDU09,919.38259471,OUT035
DRJ25,1052.62974679,OUT027
DRE12,1902.92277459,OUT018
DRL47,2027.49101247,OUT017
DRK01,1526.55715142,OUT046
FDC22,511.000086207,OUT019
FDG44,968.971437211,OUT013
FDW04,2043.50865416,OUT035
FDK09,3768.87005413,OUT049
NCN43,2021.45091923,OUT035
FDG04,3060.19150257,OUT049
FDH32,227.544847822,OUT010
DRI47,2461.39834212,OUT017
DRE15,1239.88555285,OUT013
FDY11,1069.82183045,OUT035
FDO60,675.076173579,OUT049
FDQ20,657.492589055,OUT018
FDO57,4219.24983315,OUT027
FDT14,275.0359949,OUT019
FDA57,669.145220139,OUT049
DRN35,651.964668989,OUT017
FDJ03,747.650625739,OUT046
FDX28,1546.30164418,OUT017
DRE25,1512.00885681,OUT045
FDR09,4030.58646789,OUT046
FDB23,3789.20436977,OUT035
FDO08,2554.50251476,OUT045
FDQ23,1546.30164418,OUT049
FDW04,2043.50865416,OUT013
DRK13,552.145830437,OUT010
NCL17,3048.27257621,OUT027
FDY21,3060.19150257,OUT035
FDJ38,5050.77816746,OUT027
FDA37,282.590658592,OUT019
FDV43,710.163893278,OUT013
FDL36,1512.00885681,OUT046
FDD53,664.231066761,OUT045
FDZ19,424.225314235,OUT010
FDV21,2027.49101247,OUT045
NCL54,2840.31636221,OUT018
DRI47,4042.02758307,OUT027
DRG03,2476.5745777,OUT049
FDG21,2461.39834212,OUT013
FDW03,1578.36134331,OUT018
NCI55,2021.45091923,OUT046
DRC36,419.483202838,OUT019
FDH22,2032.54282264,OUT017
FDV20,2032.54282264,OUT045
NCU41,5695.06232101,OUT027
FDN46,2819.2445332,OUT027
FDK50,2540.57475586,OUT045
NCA05,4050.79267382,OUT027
DRH01,2840.31636221,OUT018
FDT08,2461.39834212,OUT018
FDM08,3615.68744591,OUT018
FDZ07,976.81685417,OUT035
FDS22,725.711756213,OUT017
FDV35,4148.12731983,OUT027
FDI28,163.078328468,OUT010
FDW58,2859.05713179,OUT027
FDT52,3894.23901501,OUT045
FDY34,2568.78694867,OUT046
FDR10,2528.17073104,OUT046
FDK57,2021.45091923,OUT017
FDR02,2887.01074194,OUT027
FDX49,3792.32031294,OUT046
FDQ20,670.847749571,OUT046
DRK23,3995.61681408,OUT045
NCW06,3060.19150257,OUT046
FDR31,2461.39834212,OUT017
NCE43,2729.41639231,OUT013
DRO59,2110.88158971,OUT027
FDN09,3915.9303112,OUT049
FDR11,2528.17073104,OUT046
FDO57,2540.57475586,OUT013
NCX18,3069.04475818,OUT017
FDB05,3806.45802883,OUT018
FDQ08,992.657379078,OUT018
NCG43,1526.55715142,OUT035
FDJ56,1573.90784056,OUT013
FDA13,129.84813518,OUT010
FDO56,1926.27354503,OUT017
FDB37,3714.935125,OUT018
FDZ02,1526.55715142,OUT018
FDQ24,4006.67539902,OUT046
FDM16,1219.41273564,OUT013
FDU35,1531.14800145,OUT049
FDT35,2729.41639231,OUT035
NCX30,3884.54763011,OUT049
FDG04,3060.19150257,OUT017
FDI12,1451.74888183,OUT035
FDE35,975.226762025,OUT035
NCP14,2819.2445332,OUT027
NCY53,1647.64176518,OUT045
FDP49,919.38259471,OUT017
FDQ04,657.492589055,OUT017
FDM39,2944.94491286,OUT035
FDO58,380.141306943,OUT019
FDC56,1988.39467104,OUT017
NCQ54,2682.67839539,OUT046
FDV10,997.945582696,OUT027
NCK17,670.847749571,OUT046
NCF55,992.417662629,OUT027
FDV33,4035.30145395,OUT013
NCH29,239.943030304,OUT019
